id	name	pvalue	logFC	qvalue
XLOC_001161	Tmem177	0.187767777	0.498798791	0.38853013
XLOC_001164	3110009E18Rik,Dbi	0.027453974	1.400174451	0.132259431
XLOC_001176	-	0.147616283	0.580108824	0.341993815
XLOC_001177	-	0.610529715	-0.125552408	0.725637294
XLOC_001178	Insig2	0.413836438	-0.130362946	0.570469667
XLOC_001180	Ccdc93	0.244873116	-0.140781337	0.444344716
XLOC_001182	-	0.186676728	0.399559626	0.387862898
XLOC_001183	Ddx18	0.03815902	1.305318915	0.159405299
XLOC_001198	-	0.026525707	-0.941197331	0.129569004
XLOC_001199	Actr3	0.713415913	-0.069865748	0.803474173
XLOC_001203	Mgat5	0.198027192	-0.175750629	0.397327675
XLOC_001206	Gm8451	0.74359366	0.22610483	0.82611612
XLOC_001210	Acmsd	0.707393767	-0.056449495	0.798979516
XLOC_001211	Ccnt2	0.151009904	-0.742080461	0.346002763
XLOC_001212	Rab3gap1	0.465311486	-0.15004182	0.612306182
XLOC_001213	Gm28800	0.289986864	0.839923522	0.487877772
XLOC_001214	Rpl28-ps1,Zranb3	0.117635841	1.797444351	0.299453303
XLOC_001215	Rpl28-ps1	0.514212666	-0.346451475	0.650797058
XLOC_001216	R3hdm1	0.311095445	-0.167256417	0.507603123
XLOC_001217	Gm37588	0.391002219	0.013615892	0.551169243
XLOC_001219	Gm37407	0.391002219	-0.084741006	0.551169243
XLOC_001221	Ubxn4	0.122718041	-0.576643342	0.3071701
XLOC_001222	Mcm6	0.000888246	2.239454086	0.026189778
XLOC_001223	Dars	0.027172242	0.917231809	0.131603321
XLOC_001225	Cxcr4	0.000363167	-2.391298623	0.021116101
XLOC_001236	Cd55,Gm15674,Gm16083	0.000787385	-2.45240453	0.025231521
XLOC_001238	Gm37283	0.391002219	-0.127192853	0.551169243
XLOC_001239	Pfkfb2	0.002756983	-0.905190296	0.040828197
XLOC_001240	Yod1	0.887835789	-0.004200584	0.928797562
XLOC_001247	-	0.015087469	-0.760979301	0.094205035
XLOC_001248	Mapkapk2	0.004395913	1.748047933	0.049995219
XLOC_001249	Dyrk3	0.0139934	0.952221894	0.090544308
XLOC_001250	Eif2d	0.000898764	-0.689670283	0.02629366
XLOC_001251	Gm17796	0.391002219	0.031760256	0.551169243
XLOC_001252	Gm28913,Gm28914,Ikbke	0.109188582	-0.169364898	0.287268004
XLOC_001253	-	0.318144567	-0.62091004	0.51409934
XLOC_001254	Srgap2	0.053064244	-0.336778715	0.192778664
XLOC_001257	Gm8532	0.345653115	-1.377533554	0.539868878
XLOC_001258	Ctse	0.391002219	0.025626641	0.551169243
XLOC_001261	Pm20d1	0.201646643	0.024867507	0.401531253
XLOC_001262	Slc41a1	0.372269492	0.581602336	0.551169243
XLOC_001263	Rab29	0.391002219	-0.230221757	0.551169243
XLOC_001265	Nucks1	0.054169596	0.403968256	0.195553472
XLOC_001267	Elk4,Gm29103,Slc45a3	0.411817504	-0.57027127	0.568733425
XLOC_001268	Gm26892	0.391002219	-0.06639913	0.551169243
XLOC_001279	Dstyk	0.223609733	0.372265784	0.423457917
XLOC_001280	Rbbp5	0.277794096	-0.132196008	0.47729017
XLOC_001281	Tmem81	0.391002219	-0.061017782	0.551169243
XLOC_001283	Lrrn2	0.434107426	0.019772099	0.587779526
XLOC_001285	Mdm4	0.016882574	-0.523637184	0.100089894
XLOC_001287	-	0.281319403	1.992275414	0.480575091
XLOC_001289	Ppp1r15b	0.045649356	-0.278757665	0.176614159
XLOC_001295	Gm23939	0.17186271	0.472310355	0.373568734
XLOC_001297	Zc3h11a	0.243061565	-0.163200067	0.442606036
XLOC_001299	Lax1	0.003272036	-1.40516174	0.043931746
XLOC_001300	Atp2b4	0.399815804	-0.365067031	0.559021276
XLOC_001307	-	0.008307759	-1.571058556	0.068290245
XLOC_001308	-	0.046012253	-1.478897027	0.177441986
XLOC_001309	Btg2	0.000639219	-1.769513658	0.023870419
XLOC_001310	Gm38140	0.028715181	-1.215211318	0.135745966
XLOC_001316	-	0.126513687	-0.763584053	0.312994504
XLOC_001317	-	0.163634363	-0.525849757	0.362936531
XLOC_001318	-	0.003524531	-0.674189381	0.045379564
XLOC_001319	Tmem183a	0.269085867	0.233274511	0.468818365
XLOC_001321	Cyb5r1	0.988563552	-0.028019108	0.992691561
XLOC_001322	Adipor1	0.248133475	0.087312616	0.447808696
XLOC_001324	Gm37935	0.250869031	0.173885028	0.451106472
XLOC_001325	Klhl12	0.062785676	-0.356484545	0.212550677
XLOC_001326	-	0.049714187	-1.460496523	0.185490922
XLOC_001327	Rabif	0.508670726	0.044588866	0.646493264
XLOC_001331	Kdm5b	0.864997918	0.013290979	0.913297171
XLOC_001332	Syt2	0.654356422	-0.091541671	0.759444707
XLOC_001333	Gm28892,Ppp1r12b,Syt2	0.013193967	-1.04254137	0.087776715
XLOC_001334	Gm37949	0.29215885	-0.373852079	0.490022254
XLOC_001336	Ube2t	0.391002219	-0.040156808	0.551169243
XLOC_001337	Gm10535	0.763597914	-0.055655837	0.841164707
XLOC_001338	Ptprv	0.584617776	0.121673542	0.705914922
XLOC_001339	Ptpn7	0.167475265	0.339451728	0.367937444
XLOC_001340	Arl8a	0.092463376	-0.410213364	0.262578618
XLOC_001342	Gm4204	0.104518758	1.128176312	0.280408957
XLOC_001343	Gm26642,Rnpep	0.004126888	0.590762362	0.048530279
XLOC_001344	Timm17a	0.001634182	0.781282348	0.032899526
XLOC_001346	Ipo9	0.812976553	0.021020618	0.876294983
XLOC_001347	Gm4793	0.391002219	0.028474889	0.551169243
XLOC_001348	Csrp1	0.806099086	-0.030533058	0.871839296
XLOC_001353	Lad1	0.427436661	0.181144485	0.582045029
XLOC_001356	Tmem9	0.982534068	0.019001084	0.98903675
XLOC_001358	Cacna1s	0.391002219	0.01036514	0.551169243
XLOC_001360	Gm15850	0.490542	0.174522276	0.631722851
XLOC_001361	Kif21b	0.129710191	-0.6411214	0.317039346
XLOC_001364	Camsap2,Gm26781	0.004832542	-0.529761607	0.05215379
XLOC_001370	Gm33994	0.051637832	0.520822416	0.189649831
XLOC_001371	Zfp281	0.152596325	-0.226995649	0.348449766
XLOC_001388	-	0.031564943	-0.77555075	0.143330798
XLOC_001389	Ptprc	0.940423957	-0.002935176	0.963131701
XLOC_001396	-	0.004490098	-1.053691578	0.050512634
XLOC_001397	-	0.018197239	-1.076934007	0.104556343
XLOC_001398	Gm28501	0.918401282	-0.030862183	0.948613083
XLOC_001399	2310009B15Rik	0.782000281	0.09162047	0.855393372
XLOC_001400	Dennd1b	0.19278505	-0.136066057	0.39289438
XLOC_001408	Zbtb41	0.497825544	-0.037686661	0.637770999
XLOC_001413	Gm5837	0.493229118	-0.239806901	0.633813199
XLOC_001425	Gm5835	0.29173343	0.580035819	0.48972978
XLOC_001426	B3galt2	0.051039073	0.404663114	0.188427632
XLOC_001427	B3galt2	0.234376669	-0.183085246	0.434337588
XLOC_001428	Gm6397	0.724885465	-0.276402688	0.812273333
XLOC_001429	Glrx2	0.596713663	0.106202024	0.714412044
XLOC_001430	Uchl5	0.315808065	0.267117717	0.512091617
XLOC_001431	Gm29170	0.216779734	-0.074166657	0.416738569
XLOC_001432	-	0.026159317	-1.541719183	0.128511297
XLOC_001433	Rgs2	0.002076331	-3.214271386	0.036502212
XLOC_001434	Rgs1	0.023655023	0.563902725	0.121198058
XLOC_001448	-	0.433672718	-0.255314156	0.587403333
XLOC_001452	Gm15453	0.545118085	0.246394497	0.67513869
XLOC_001455	Tpr	0.089624757	-1.323950679	0.258215446
XLOC_001463	-	0.391002219	1.796186609	0.551169243
XLOC_001464	Ivns1abp	0.147793745	-0.503418184	0.342219342
XLOC_001465	Swt1	0.595802518	-0.278960364	0.71383013
XLOC_001466	Trmt1l	0.385873913	-0.182325874	0.551169243
XLOC_001468	Gm37893	0.210746193	-0.312849415	0.410476494
XLOC_001469	Rnf2	0.219153486	0.175334009	0.418727166
XLOC_001470	Gm36527	0.001477073	-0.969035315	0.031631557
XLOC_001473	Fam129a	0.164554703	0.355331875	0.36405367
XLOC_001474	Edem3	0.181752732	-0.116507422	0.385519719
XLOC_001476	1700025G04Rik	0.09490087	-1.191418391	0.265993784
XLOC_001477	1700025G04Rik	0.01455861	-0.945545336	0.092279243
XLOC_001479	-	0.209106944	-0.289871484	0.408946596
XLOC_001480	Tsen15	0.071570274	0.542606069	0.228446179
XLOC_001482	Rgl1	0.129304284	0.634166881	0.316695393
XLOC_001484	Arpc5	0.919030846	-0.056462895	0.948933922
XLOC_001485	Ncf2,Smg7	0.010761278	0.199236482	0.078660584
XLOC_001486	-	0.489875544	-0.266336106	0.631267772
XLOC_001487	-	0.071251925	-1.339220475	0.227917735
XLOC_001490	Gm8818,Lamc1	0.099796161	0.414170776	0.272854593
XLOC_001492	E330020D12Rik	0.103033131	0.578576463	0.277707397
XLOC_001493	E330020D12Rik	0.456907031	0.164182149	0.606003497
XLOC_001494	Shcbp1l	0.166201138	-0.16954217	0.365966418
XLOC_001496	Gm37669	0.193960242	-0.68717007	0.393609203
XLOC_001497	Dhx9	0.003751708	0.780390045	0.046631796
XLOC_001500	C230024C17Rik	0.749660129	0.107134382	0.830695046
XLOC_001501	Rgs16	0.170320961	0.244010878	0.371697031
XLOC_001502	Rnasel	0.465034679	-0.128154309	0.61204504
XLOC_001504	Teddm1b	0.391002219	-0.196434713	0.551169243
XLOC_001505	Teddm1a	0.070952462	-0.281103715	0.227585618
XLOC_001506	Glul,Mir8114	0.747294341	0.03969007	0.828774245
XLOC_001511	-	0.268941594	-0.772185202	0.468685397
XLOC_001513	Ier5	0.001812498	-1.182002352	0.034352267
XLOC_001514	Mr1	0.165995487	-1.16436373	0.365636446
XLOC_001515	Stx6	0.867044402	0.071207288	0.914475229
XLOC_001518	-	0.0784518	-0.712551755	0.239754995
XLOC_001519	Gm22569,Xpr1	0.022526139	-0.691749384	0.11767831
XLOC_001521	Acbd6	0.911188	-0.08501996	0.944220591
XLOC_001523	Gm37539,Qsox1	0.088879687	-2.002430125	0.256859356
XLOC_001524	Gm37571	0.364884309	0.681023573	0.551169243
XLOC_001525	Gm23744,Gm37571	0.004116713	-0.908709457	0.048498137
XLOC_001527	Gm36934	0.391002219	0.424456796	0.551169243
XLOC_001529	Gm9694	0.065974144	-0.767507023	0.218085722
XLOC_001530	-	0.096251111	-0.897706735	0.267635726
XLOC_001531	-	0.168775364	-1.556718714	0.369801875
XLOC_001532	Tor1aip2	0.000640447	-0.789854843	0.023879649
XLOC_001533	9430034N14Rik	0.038466633	-1.753154814	0.159944064
XLOC_001534	9430034N14Rik	0.014981893	-1.315570594	0.093769194
XLOC_001536	Nphs2	0.391002219	-0.169819464	0.551169243
XLOC_001537	Gm2000	0.948831277	0.204024267	0.968072927
XLOC_001538	Gm37648,Soat1	0.416586241	0.120851032	0.573077481
XLOC_001539	Gm37648	0.692304541	-0.080370372	0.788335142
XLOC_001540	Gm10031	0.857547576	-0.032767005	0.908815721
XLOC_001541	Abl2	0.044189663	-0.268093596	0.172878188
XLOC_001543	Tor3a	0.018925878	-1.057605475	0.106961001
XLOC_001544	Gm19918	0.109779906	-0.273777222	0.288425845
XLOC_001546	4930439D14Rik,Angptl1,Ralgps2	0.003404202	-0.610330779	0.044774451
XLOC_001547	Angptl1	0.082154075	-0.682977185	0.2459368
XLOC_001561	Rfwd2	0.793249229	-0.004894274	0.86328037
XLOC_001569	Gm24719	0.861655078	-0.046704131	0.911210208
XLOC_001571	4930523C07Rik	0.000858784	-2.444917019	0.025947355
XLOC_001572	4933417C20Rik,Mrps14	0.000316071	2.138024312	0.020476758
XLOC_001573	Gm36975,Gm38126,Rabgap1l	0.865743924	-0.112359761	0.913745075
XLOC_001574	Rabgap1l	0.268779875	-0.718218984	0.46855933
XLOC_001575	Rabgap1l	0.51272776	0.370988955	0.649493708
XLOC_001576	Rabgap1l	0.551665445	-0.097391204	0.679860373
XLOC_001578	Gm38126	0.404469364	0.236228693	0.563014754
XLOC_001582	Rc3h1	0.268143307	-0.079270945	0.467898866
XLOC_001583	Gm37052	0.391002219	-0.135507543	0.551169243
XLOC_001585	Gm37653	0.197339896	0.033347436	0.396463363
XLOC_001586	Serpinc1	0.441945159	-0.17699367	0.594104135
XLOC_001588	Zbtb37	0.208821794	0.662092724	0.408602982
XLOC_001589	Gm37362	0.228592061	0.562795709	0.428830822
XLOC_001590	Gas5,Gm22357,Gm22489,Gm23212,Gm25789,Gm26224,Mir5117,Snord47,Snord78,Snord80	0.319886083	0.580968137	0.515976134
XLOC_001591	Gm37634	0.391002219	0.07662506	0.551169243
XLOC_001592	Dars2	0.479070612	0.83021336	0.623660237
XLOC_001593	Cenpl	0.077678028	-0.586062023	0.238407114
XLOC_001594	Klhl20	0.006803437	-0.473367288	0.061899234
XLOC_001596	Gm6185,Prdx6	0.631413363	-0.115344807	0.740718182
XLOC_001599	-	0.295853114	-0.602203649	0.493628378
XLOC_001601	Gm15429	0.382623338	-0.257748416	0.551169243
XLOC_001604	Fasl	0.004438912	0.385415184	0.050216983
XLOC_001605	-	0.110610616	-0.514131649	0.289353838
XLOC_001606	Gm7496,Suco	0.000337589	-1.04931898	0.020515142
XLOC_001607	Gm7496	0.073013555	-1.068842474	0.230980145
XLOC_001609	Gm38304,Pigc	0.182146931	0.056816901	0.385519719
XLOC_001611	Dnm3os	0.391002219	-0.012666309	0.551169243
XLOC_001614	Mettl13	0.012782073	0.954802025	0.086284756
XLOC_001615	Vamp4	0.697429104	-0.150490547	0.79229261
XLOC_001617	-	0.592201753	-0.139409619	0.711082658
XLOC_001618	Prrc2c	0.029794968	0.144181817	0.13854029
XLOC_001619	Gm27616	0.252602442	-0.289370283	0.45325953
XLOC_001624	-	0.621375828	0.217274131	0.733142925
XLOC_001625	Gm24940	0.966537066	-0.06006809	0.979428212
XLOC_001632	Scyl3	0.102505641	0.245641079	0.276997718
XLOC_001633	Mettl18	0.686737047	-0.040107656	0.784449012
XLOC_001635	-	0.669321038	-0.124328315	0.771478383
XLOC_001636	Sele	0.096185726	-0.579919739	0.267622608
XLOC_001637	Sell	0.068066965	-1.102433808	0.222077582
XLOC_001641	-	0.511698654	-0.290676708	0.648831517
XLOC_001644	Nme7	5.39e-05	-1.175979509	0.013908634
XLOC_001653	Gm20743	0.010740092	1.734357686	0.078640211
XLOC_001656	-	0.327519593	-0.598291053	0.523408339
XLOC_001657	Sft2d2	0.010741819	-0.476044048	0.078640211
XLOC_001658	Tiprl	0.009188102	-0.515525048	0.072651136
XLOC_001659	Gm38190	0.003630287	-2.064451596	0.046174648
XLOC_001660	Gpr161	0.015530933	-0.377502795	0.095855148
XLOC_001661	Dcaf6,Gm38368	0.02590446	-0.724888907	0.127825243
XLOC_001662	Gm38368	0.49844448	-0.383170827	0.638293356
XLOC_001664	Gm37864	0.194410497	-1.05346978	0.393943936
XLOC_001665	Gm37864	0.060688521	-0.695445484	0.208734747
XLOC_001666	Mpc2	0.608078091	-0.101698592	0.72366549
XLOC_001671	Gm44458,Rcsd1	0.000194799	-1.852672898	0.018171037
XLOC_001674	Creg1	0.504780814	0.215406261	0.643515135
XLOC_001675	Cd247,Gm16565	0.271681469	0.232216771	0.471547786
XLOC_001676	Gm17976	0.166452154	-0.694848618	0.366365257
XLOC_001681	Pogk,Tada1	0.006671744	1.79144594	0.061362021
XLOC_001682	Gm16418	0.461932319	-0.15287683	0.609658007
XLOC_001687	-	0.072928051	0.508764815	0.230912784
XLOC_001688	Gm2453	0.001200189	1.582896093	0.0290839
XLOC_001691	-	0.08664115	0.499695215	0.253149776
XLOC_001692	-	0.827952138	0.060738425	0.88665764
XLOC_001693	Tmco1	0.607437124	-0.035108364	0.723142061
XLOC_001695	Aldh9a1	0.216206601	0.357052154	0.416155635
XLOC_001696	Mgst3	0.079370656	-1.667149842	0.241157256
XLOC_001704	Hsd17b7	0.537187706	0.02226887	0.669396917
XLOC_001706	Uap1	0.085003735	-0.516102576	0.250209758
XLOC_001707	Gm37748	0.485092484	-0.144010641	0.627975315
XLOC_001708	-	0.04089345	-1.296152889	0.16544206
XLOC_001709	4930500M09Rik,Uhmk1	0.031202212	0.376578059	0.142522593
XLOC_001710	Sh2d1b2	0.391002219	-0.014864235	0.551169243
XLOC_001715	Atf6	0.001506615	1.721431614	0.031749952
XLOC_001716	Gm26620,Gm9929	0.10084069	0.689081056	0.274281398
XLOC_001723	Sdhc	0.180897951	0.665666532	0.385519719
XLOC_001725	Nr1i3	0.026726973	0.773613784	0.130061358
XLOC_001727	Ndufs2	0.645565111	0.091433322	0.75208768
XLOC_001729	-	0.266194012	-0.508176091	0.466283716
XLOC_001730	B4galt3,Ppox	0.022079827	-0.78469495	0.116672693
XLOC_001731	Usp21	0.44027089	0.212458329	0.592585831
XLOC_001733	Dedd	0.05032426	0.312654241	0.186908968
XLOC_001734	Pfdn2	0.588682755	-0.197224174	0.709255028
XLOC_001735	Gm37154	0.391002219	0.105506029	0.551169243
XLOC_001737	Pvrl4	0.358983408	-0.182739969	0.551169243
XLOC_001738	Arhgap30	0.093761219	-0.486029426	0.264341997
XLOC_001739	Tstd1,Usf1	0.391002219	0.117667544	0.551169243
XLOC_001741	B930036N10Rik	0.051727075	0.485361654	0.189791446
XLOC_001742	Alyref2	0.252815129	-0.510240259	0.453485948
XLOC_001746	Ly9	0.815878935	0.043798155	0.87841186
XLOC_001747	Gm37787	0.002884425	2.000814609	0.041633565
XLOC_001752	Slamf1	0.814111849	0.049106662	0.877098446
XLOC_001753	Cd84	0.166109825	-0.294486022	0.365796078
XLOC_001754	Gm10521	0.149842807	0.061220756	0.344684482
XLOC_001755	Slamf6	0.205143807	-0.623569851	0.405003349
XLOC_001757	Vangl2	0.047415759	-0.505490686	0.180386339
XLOC_001758	Vangl2	0.270551617	-0.823466025	0.470439797
XLOC_001759	Copa	0.808177653	-0.063611835	0.873061022
XLOC_001761	Pex19	0.112658822	0.148089942	0.292261782
XLOC_001762	Gm10171	0.051587521	1.011845549	0.189518165
XLOC_001763	-	0.125503611	-0.324772859	0.311583696
XLOC_001764	Dcaf8	0.101155527	-1.361214362	0.274680273
XLOC_001767	Igsf8	0.391002219	-0.352859273	0.551169243
XLOC_001769	Kcnj10	0.161262707	-0.19639729	0.360206057
XLOC_001770	Pigm	0.019219883	-0.339251155	0.107941849
XLOC_001773	Igsf9	0.200315177	-0.990183975	0.399806702
XLOC_001774	Tagln2	0.207210809	-0.518318308	0.40669994
XLOC_001775	Gm37125	0.026448886	-0.737389843	0.129391227
XLOC_001787	Aim2,Gm4955	0.003637672	-2.894370446	0.046174648
XLOC_001788	-	0.08499566	-0.395460142	0.250209758
XLOC_001789	-	0.118906352	-0.731282953	0.301050255
XLOC_001790	-	0.028112004	-1.2942274	0.134025437
XLOC_001791	BC094916,Gm44481	0.000420628	-1.734012246	0.022169629
XLOC_001793	-	0.914302152	0.028937494	0.946074193
XLOC_001794	Pydc4	0.002408801	-2.410360793	0.038566731
XLOC_001795	Pyhin1	0.370515575	-0.18639393	0.551169243
XLOC_001796	Pydc3	0.107697987	-0.405847352	0.285178263
XLOC_001798	Mndal	0.030813397	-1.845013511	0.1413512
XLOC_001799	Mndal	0.002235096	-1.899810764	0.037580627
XLOC_001800	Ifi203	0.000405832	-2.496145441	0.022085867
XLOC_001823	-	0.391002219	0.124887624	0.551169243
XLOC_001824	Kmo	0.000795103	1.513054654	0.025231521
XLOC_001826	Opn3	0.366314988	0.369392859	0.551169243
XLOC_001835	-	0.280896073	-0.356337652	0.48032044
XLOC_001836	-	0.72197098	0.065530325	0.810046371
XLOC_001837	Gm36992	0.595608398	-0.065183662	0.713662796
XLOC_001839	Akt3,Sdccag8	0.018373434	-0.495940245	0.105245727
XLOC_001846	Zbtb18	0.371771179	-0.091692343	0.551169243
XLOC_001849	1700016C15Rik	0.223797902	-0.457393227	0.423643432
XLOC_001850	Adss,Gm16585	0.000648644	1.213954483	0.023960668
XLOC_001851	Gm16585	0.463529984	-0.835219377	0.610708617
XLOC_001855	-	0.205368704	-0.702357234	0.4052337
XLOC_001856	Desi2	0.74290688	-0.025465953	0.825620077
XLOC_001858	Cox20,Gm28062,Hnrnpu	0.003350049	0.929549831	0.044453095
XLOC_001860	-	0.562108237	-0.150227115	0.688131293
XLOC_001864	Kif26b	0.117050304	-0.106883087	0.298571678
XLOC_001867	-	0.117235091	-0.548160295	0.298851241
XLOC_001868	-	0.042922255	-0.407188653	0.169925714
XLOC_001869	Smyd3	0.266601984	-0.758904061	0.466624679
XLOC_001870	Cnst	0.211779932	-0.11089647	0.4113482
XLOC_001871	Gm15480	0.495858842	0.185841016	0.636139966
XLOC_001873	Gm10518	0.001166223	0.828292011	0.028691367
XLOC_001874	Cdc42bpa	0.208159408	-0.212681658	0.407900292
XLOC_001876	Adck3	0.152168715	-1.007071544	0.347723335
XLOC_001877	Psen2	0.005667195	-1.080430602	0.056762905
XLOC_001879	-	0.01789214	-1.436153354	0.103465754
XLOC_001880	Itpkb	0.005000079	-0.777675323	0.053003359
XLOC_001881	Gm37033	0.053976772	-0.251630107	0.195119028
XLOC_001884	Mir6904,Parp1	0.697257311	0.004682231	0.792219707
XLOC_001888	Acbd3	0.746910446	-0.0198682	0.828593897
XLOC_001889	Gm38293	0.639390171	-0.173843837	0.747166652
XLOC_001890	-	0.008141081	-1.358162933	0.067474218
XLOC_001891	Gm17275,H3f3aos	0.074887267	-0.277941184	0.233947489
XLOC_001892	H3f3a	0.000673649	-2.767826055	0.024435026
XLOC_001894	-	0.000884916	-2.349440066	0.026179936
XLOC_001895	Sde2	0.097836515	-0.331787675	0.26980439
XLOC_001898	Pycr2	0.181121685	-0.369382907	0.385519719
XLOC_001900	Tmem63a	0.436102382	-0.102475827	0.58929569
XLOC_001901	Ephx1	0.021354496	-0.868049703	0.114937179
XLOC_001906	Fgfr3-ps,Nvl	0.049362118	1.094151272	0.184708043
XLOC_001907	Cnih4	0.501439177	-0.059026518	0.64059478
XLOC_001908	Wdr26	0.000658315	-0.552989768	0.024164023
XLOC_001909	A430110L20Rik	0.279432336	-0.192303153	0.478953917
XLOC_001910	Rpl35a-ps2	0.541045244	-0.702279663	0.672158772
XLOC_001914	Dnah14	0.00068743	-0.602784681	0.024582726
XLOC_001916	Srp9	0.078608252	0.408982938	0.240040696
XLOC_001917	Degs1	0.068360558	0.16575695	0.222647482
XLOC_001918	1700047M11Rik	0.053185048	-0.358696116	0.193033298
XLOC_001919	Fbxo28	0.259535848	-0.090476422	0.46022201
XLOC_001920	Trp53bp2	0.308746125	-0.095379304	0.505424272
XLOC_001921	-	0.18169599	-0.414584161	0.385519719
XLOC_001922	Capn2,Gm37885	0.004142557	-1.632787338	0.048649067
XLOC_001923	Gm37069	0.006757374	-0.798676637	0.061694283
XLOC_001933	Disp1	0.090234338	-0.366504575	0.259202462
XLOC_001934	Aida,Brox	0.041035739	-0.255065026	0.165838542
XLOC_001935	Mia3	0.837659443	-0.137708981	0.893967238
XLOC_001936	Mia3	0.030514371	-0.739515562	0.140600875
XLOC_001937	-	0.096476308	-1.091120447	0.268009129
XLOC_001938	-	0.013909749	-1.737230068	0.090292805
XLOC_001939	Mia3	0.005056325	-0.558241058	0.053442096
XLOC_001941	Taf1a	0.342917196	0.55287646	0.537206882
XLOC_001950	Dusp10	0.149367984	-0.14543543	0.343954458
XLOC_001951	1700056E22Rik	0.007226888	-2.392022663	0.063996929
XLOC_001958	Mar-02	0.177584262	-0.357025331	0.380888526
XLOC_001962	2010103J01Rik,Bpnt1,Gm37785,Rab3gap2	0.449230369	-0.160029614	0.600164446
XLOC_001966	Eprs	0.185369327	0.276459364	0.386947582
XLOC_001975	Gm29491	0.110125043	0.540871558	0.2887084
XLOC_001976	A430105J06Rik	0.00135239	1.498631133	0.030506751
XLOC_001981	Gpatch2	0.744958879	-0.061266446	0.827164068
XLOC_001982	Gm21710	0.391002219	0.008376472	0.551169243
XLOC_001989	-	0.202626227	-0.43033026	0.402361661
XLOC_001990	Kctd3	0.590085463	0.151127587	0.709709479
XLOC_001995	Ptpn14	0.138780603	0.542261894	0.330341188
XLOC_001997	Gm37422,Smyd2	0.000384002	1.86747807	0.021599692
XLOC_002002	Rps6kc1	0.008354624	0.944930284	0.068539
XLOC_002003	Angel2	0.81949112	0.054576358	0.880781583
XLOC_002006	Gm37095	0.216590591	-0.386805417	0.416558264
XLOC_002007	A230020J21Rik,Mfsd7b	0.022564552	0.606890548	0.117756447
XLOC_002009	Tatdn3	0.06076478	-0.749082017	0.208887397
XLOC_002013	Atf3	0.00061878	2.489772732	0.023817136
XLOC_002015	D730003I15Rik	0.96632547	-0.012158036	0.979289512
XLOC_002018	Nenf	0.074345578	1.807539642	0.23309913
XLOC_002019	Ppp2r5a,Tmem206	0.001386039	-0.593205411	0.030771697
XLOC_002022	Dtl	0.052364329	0.376420014	0.191376793
XLOC_002023	Ints7	0.988875591	0.055570409	0.992928825
XLOC_002025	Lpgat1	0.339210694	0.063263185	0.53363286
XLOC_002027	Slc30a1	0.332768272	-0.601969027	0.527869883
XLOC_002028	Rd3	0.010597987	-0.39962766	0.078229914
XLOC_002029	Gm32460	0.001825363	-1.643103108	0.034521227
XLOC_002030	Gm10516,Gm26879	0.016954926	-1.378340535	0.100275842
XLOC_002031	Gm3934	0.040525892	-0.91093943	0.164602052
XLOC_002033	Kcnh1	0.11786228	-0.060756384	0.299796806
XLOC_002034	Gm22265,Hhat	0.71912313	-0.200645002	0.807646236
